From	To	Species	Gene Name
LOC111127051	111127051	Crassostrea virginica	uncharacterized LOC111127051(LOC111127051)
LOC111128388	111128388	Crassostrea virginica	solute carrier organic anion transporter family member 2A1-like(LOC111128388)
LOC111128387	111128387	Crassostrea virginica	WD repeat-containing protein 48-like(LOC111128387)
LOC111128383	111128383	Crassostrea virginica	CREB-regulated transcription coactivator 1-like(LOC111128383)
LOC111127053	111127053	Crassostrea virginica	kelch-like protein 20(LOC111127053)
LOC111127054	111127054	Crassostrea virginica	uncharacterized LOC111127054(LOC111127054)
LOC111127060	111127060	Crassostrea virginica	negative elongation factor B-like(LOC111127060)
LOC111127061	111127061	Crassostrea virginica	uncharacterized LOC111127061(LOC111127061)
LOC111127067	111127067	Crassostrea virginica	etoposide-induced protein 2.4 homolog(LOC111127067)
LOC111128398	111128398	Crassostrea virginica	growth hormone secretagogue receptor type 1-like(LOC111128398)
LOC111127063	111127063	Crassostrea virginica	uncharacterized LOC111127063(LOC111127063)
LOC111128397	111128397	Crassostrea virginica	D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like(LOC111128397)
LOC111128396	111128396	Crassostrea virginica	transient receptor potential cation channel subfamily M member 1-like(LOC111128396)
LOC111115099	111115099	Crassostrea virginica	potassium voltage-gated channel unc-103-like(LOC111115099)
LOC111115095	111115095	Crassostrea virginica	vitamin D3 hydroxylase-associated protein-like(LOC111115095)
LOC111115097	111115097	Crassostrea virginica	uncharacterized LOC111115097(LOC111115097)
LOC111127094	111127094	Crassostrea virginica	exocyst complex component 3-like(LOC111127094)
LOC111127095	111127095	Crassostrea virginica	succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like(LOC111127095)
LOC111127090	111127090	Crassostrea virginica	mitochondrial import receptor subunit TOM70-like(LOC111127090)
LOC111127091	111127091	Crassostrea virginica	N-acetylneuraminate 9-O-acetyltransferase-like(LOC111127091)
LOC111127096	111127096	Crassostrea virginica	cyclin-dependent kinases regulatory subunit 1-like(LOC111127096)
LOC111105903	111105903	Crassostrea virginica	nischarin-like(LOC111105903)
LOC111105900	111105900	Crassostrea virginica	uncharacterized LOC111105900(LOC111105900)
LOC111105909	111105909	Crassostrea virginica	vezatin-like(LOC111105909)
LOC111105908	111105908	Crassostrea virginica	centrosomal protein of 83 kDa-like(LOC111105908)
LOC111105907	111105907	Crassostrea virginica	uncharacterized LOC111105907(LOC111105907)
LOC111105904	111105904	Crassostrea virginica	protein monoglycylase TTLL8-like(LOC111105904)
LOC111117904	111117904	Crassostrea virginica	protogenin B-like(LOC111117904)
LOC111117902	111117902	Crassostrea virginica	uncharacterized LOC111117902(LOC111117902)
LOC111105925	111105925	Crassostrea virginica	succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial-like(LOC111105925)
LOC111105923	111105923	Crassostrea virginica	WASH complex subunit 1-like(LOC111105923)
LOC111105929	111105929	Crassostrea virginica	uncharacterized LOC111105929(LOC111105929)
LOC111105912	111105912	Crassostrea virginica	dynamin-1-like protein(LOC111105912)
LOC111129904	111129904	Crassostrea virginica	glutaminyl-peptide cyclotransferase-like(LOC111129904)
LOC111129901	111129901	Crassostrea virginica	ectonucleoside triphosphate diphosphohydrolase 5-like(LOC111129901)
LOC111129900	111129900	Crassostrea virginica	basal body-orientation factor 1-like(LOC111129900)
LOC111129907	111129907	Crassostrea virginica	transcription factor SPT20 homolog(LOC111129907)
LOC111129906	111129906	Crassostrea virginica	YLP motif-containing protein 1-like(LOC111129906)
LOC111129908	111129908	Crassostrea virginica	uncharacterized LOC111129908(LOC111129908)
LOC111117921	111117921	Crassostrea virginica	lethal(3)malignant brain tumor-like protein 3(LOC111117921)
LOC111117922	111117922	Crassostrea virginica	protein-L-isoaspartate O-methyltransferase domain-containing protein 1-like(LOC111117922)
LOC111117928	111117928	Crassostrea virginica	paladin-like(LOC111117928)
LOC111105947	111105947	Crassostrea virginica	caspase-6-like(LOC111105947)
LOC111105944	111105944	Crassostrea virginica	GDP-fucose transporter 1-like(LOC111105944)
LOC111105942	111105942	Crassostrea virginica	uncharacterized LOC111105942(LOC111105942)
LOC111105941	111105941	Crassostrea virginica	uncharacterized LOC111105941(LOC111105941)
LOC111105949	111105949	Crassostrea virginica	uncharacterized LOC111105949(LOC111105949)
LOC111105936	111105936	Crassostrea virginica	G2/mitotic-specific cyclin-B-like(LOC111105936)
LOC111104603	111104603	Crassostrea virginica	ubiquitin carboxyl-terminal hydrolase 16-like(LOC111104603)
LOC111105932	111105932	Crassostrea virginica	protein O-glucosyltransferase 1-like(LOC111105932)
LOC111105937	111105937	Crassostrea virginica	spermine synthase-like(LOC111105937)
LOC111117947	111117947	Crassostrea virginica	erlin-2-B-like(LOC111117947)
LOC111116615	111116615	Crassostrea virginica	serine/threonine-protein kinase greatwall-like(LOC111116615)
LOC111117944	111117944	Crassostrea virginica	peptidylprolyl isomerase domain and WD repeat-containing protein 1-like(LOC111117944)
LOC111116610	111116610	Crassostrea virginica	uncharacterized LOC111116610(LOC111116610)
LOC111116611	111116611	Crassostrea virginica	uncharacterized LOC111116611(LOC111116611)
LOC111105961	111105961	Crassostrea virginica	cyclin-dependent kinase 12-like(LOC111105961)
LOC111130918	111130918	Crassostrea virginica	homer protein homolog 2-like(LOC111130918)
LOC111130916	111130916	Crassostrea virginica	aryl hydrocarbon receptor nuclear translocator homolog(LOC111130916)
LOC111130915	111130915	Crassostrea virginica	conserved oligomeric Golgi complex subunit 1-like(LOC111130915)
LOC111129936	111129936	Crassostrea virginica	radial spoke head protein 9 homolog(LOC111129936)
LOC111128605	111128605	Crassostrea virginica	uncharacterized LOC111128605(LOC111128605)
LOC111130925	111130925	Crassostrea virginica	probable methyltransferase TARBP1(LOC111130925)
LOC111104638	111104638	Crassostrea virginica	uncharacterized LOC111104638(LOC111104638)
LOC111129935	111129935	Crassostrea virginica	ATP-dependent DNA helicase Q1-like(LOC111129935)
LOC111128604	111128604	Crassostrea virginica	uncharacterized LOC111128604(LOC111128604)
LOC111103307	111103307	Crassostrea virginica	dehydrodolichyl diphosphate synthase complex subunit nus1-like(LOC111103307)
LOC111104637	111104637	Crassostrea virginica	putative inhibitor of apoptosis(LOC111104637)
LOC111129938	111129938	Crassostrea virginica	echinoderm microtubule-associated protein-like 6(LOC111129938)
LOC111103304	111103304	Crassostrea virginica	sestrin-1-like(LOC111103304)
LOC111105967	111105967	Crassostrea virginica	ras-related protein Rab-43-like(LOC111105967)
LOC111129937	111129937	Crassostrea virginica	nucleoside diphosphate-linked moiety X motif 22-like(LOC111129937)
LOC111103305	111103305	Crassostrea virginica	EF-hand calcium-binding domain-containing protein 6-like(LOC111103305)
LOC111130921	111130921	Crassostrea virginica	cytochrome b5-like(LOC111130921)
LOC111130920	111130920	Crassostrea virginica	nuclear pore complex protein Nup133-like(LOC111130920)
LOC111104633	111104633	Crassostrea virginica	alkyldihydroxyacetonephosphate synthase, peroxisomal-like(LOC111104633)
LOC111129934	111129934	Crassostrea virginica	malate dehydrogenase, cytoplasmic-like(LOC111129934)
LOC111129939	111129939	Crassostrea virginica	uncharacterized LOC111129939(LOC111129939)
LOC111103309	111103309	Crassostrea virginica	cGMP-inhibited 3',5'-cyclic phosphodiesterase A-like(LOC111103309)
LOC111104639	111104639	Crassostrea virginica	uncharacterized LOC111104639(LOC111104639)
LOC111116603	111116603	Crassostrea virginica	uncharacterized LOC111116603(LOC111116603)
LOC111129940	111129940	Crassostrea virginica	probable serine/threonine-protein kinase yakA(LOC111129940)
LOC111130929	111130929	Crassostrea virginica	epoxide hydrolase 4-like(LOC111130929)
LOC111130928	111130928	Crassostrea virginica	uncharacterized LOC111130928(LOC111130928)
LOC111116607	111116607	Crassostrea virginica	solute carrier organic anion transporter family member 4A1-like(LOC111116607)
LOC111130926	111130926	Crassostrea virginica	WD repeat, SAM and U-box domain-containing protein 1-like(LOC111130926)
LOC111129947	111129947	Crassostrea virginica	breast cancer type 2 susceptibility protein homolog(LOC111129947)
LOC111130935	111130935	Crassostrea virginica	bromodomain adjacent to zinc finger domain protein 2B-like(LOC111130935)
LOC111129949	111129949	Crassostrea virginica	uncharacterized protein C1orf198 homolog(LOC111129949)
LOC111104625	111104625	Crassostrea virginica	uncharacterized protein KIAA0895-like(LOC111104625)
LOC111129948	111129948	Crassostrea virginica	protein NRDE2 homolog(LOC111129948)
LOC111128617	111128617	Crassostrea virginica	threonine--tRNA ligase, cytoplasmic-like(LOC111128617)
LOC111129943	111129943	Crassostrea virginica	uncharacterized LOC111129943(LOC111129943)
LOC111128612	111128612	Crassostrea virginica	uncharacterized LOC111128612(LOC111128612)
LOC111130932	111130932	Crassostrea virginica	TIMELESS-interacting protein-like(LOC111130932)
LOC111105954	111105954	Crassostrea virginica	protein KTI12 homolog(LOC111105954)
LOC111130931	111130931	Crassostrea virginica	F-box/WD repeat-containing protein 5-like(LOC111130931)
LOC111129945	111129945	Crassostrea virginica	protein FAM50A-like(LOC111129945)
LOC111130930	111130930	Crassostrea virginica	vesicular glutamate transporter 3-like(LOC111130930)
LOC111129944	111129944	Crassostrea virginica	uncharacterized LOC111129944(LOC111129944)
LOC111128619	111128619	Crassostrea virginica	organic cation transporter-like protein(LOC111128619)
LOC111104629	111104629	Crassostrea virginica	androglobin-like(LOC111104629)
LOC111117965	111117965	Crassostrea virginica	zinc finger protein 367-like(LOC111117965)
LOC111115301	111115301	Crassostrea virginica	uncharacterized LOC111115301(LOC111115301)
LOC111117964	111117964	Crassostrea virginica	plasminogen activator inhibitor 1 RNA-binding protein-like(LOC111117964)
LOC111105980	111105980	Crassostrea virginica	uncharacterized LOC111105980(LOC111105980)
LOC111129914	111129914	Crassostrea virginica	protein FAM227B-like(LOC111129914)
LOC111129916	111129916	Crassostrea virginica	archaemetzincin-2-like(LOC111129916)
LOC111105989	111105989	Crassostrea virginica	uncharacterized LOC111105989(LOC111105989)
LOC111129915	111129915	Crassostrea virginica	uncharacterized LOC111129915(LOC111129915)
LOC111104657	111104657	Crassostrea virginica	major vault protein-like(LOC111104657)
LOC111129910	111129910	Crassostrea virginica	serine/threonine-protein kinase ATR-like(LOC111129910)
LOC111103325	111103325	Crassostrea virginica	splicing factor, arginine/serine-rich 15-like(LOC111103325)
LOC111129912	111129912	Crassostrea virginica	peptidyl-glycine alpha-amidating monooxygenase-like(LOC111129912)
LOC111103322	111103322	Crassostrea virginica	protein dopey-1-like(LOC111103322)
LOC111104654	111104654	Crassostrea virginica	ADP-ribosylation factor-like protein 13B(LOC111104654)
LOC111129911	111129911	Crassostrea virginica	mucin-5AC-like(LOC111129911)
LOC111103323	111103323	Crassostrea virginica	mucin-2-like(LOC111103323)
LOC111105984	111105984	Crassostrea virginica	uncharacterized LOC111105984(LOC111105984)
LOC111116630	111116630	Crassostrea virginica	tax1-binding protein 1 homolog(LOC111116630)
LOC111115300	111115300	Crassostrea virginica	zinc finger protein 76-like(LOC111115300)
LOC111129917	111129917	Crassostrea virginica	N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase-like(LOC111129917)
LOC111116627	111116627	Crassostrea virginica	uncharacterized LOC111116627(LOC111116627)
LOC111116628	111116628	Crassostrea virginica	protein ALP1-like(LOC111116628)
LOC111117954	111117954	Crassostrea virginica	protoheme IX farnesyltransferase, mitochondrial-like(LOC111117954)
LOC111117955	111117955	Crassostrea virginica	cell wall integrity and stress response component 4-like(LOC111117955)
LOC111117952	111117952	Crassostrea virginica	phosphatase and actin regulator 4B-like(LOC111117952)
LOC111117953	111117953	Crassostrea virginica	syntenin-1-like(LOC111117953)
LOC111103310	111103310	Crassostrea virginica	uncharacterized LOC111103310(LOC111103310)
LOC111105971	111105971	Crassostrea virginica	solute carrier family 13 member 2-like(LOC111105971)
LOC111104640	111104640	Crassostrea virginica	uncharacterized LOC111104640(LOC111104640)
LOC111130908	111130908	Crassostrea virginica	acid phosphatase type 7-like(LOC111130908)
LOC111129925	111129925	Crassostrea virginica	TM2 domain-containing protein 3-like(LOC111129925)
LOC111129924	111129924	Crassostrea virginica	nuclear apoptosis-inducing factor 1-like(LOC111129924)
LOC111130913	111130913	Crassostrea virginica	UHRF1-binding protein 1-like(LOC111130913)
LOC111130912	111130912	Crassostrea virginica	caspase-3-like(LOC111130912)
LOC111103315	111103315	Crassostrea virginica	sestrin-1-like(LOC111103315)
LOC111103314	111103314	Crassostrea virginica	serine/threonine-protein kinase LATS1-like(LOC111103314)
LOC111129923	111129923	Crassostrea virginica	putative nuclease HARBI1(LOC111129923)
LOC111103311	111103311	Crassostrea virginica	excitatory amino acid transporter-like(LOC111103311)
LOC111129922	111129922	Crassostrea virginica	ADAMTS-like protein 4(LOC111129922)
LOC111105973	111105973	Crassostrea virginica	GDP-fucose transporter 1-like(LOC111105973)
LOC111104642	111104642	Crassostrea virginica	protein downstream neighbor of son homolog(LOC111104642)
LOC111117989	111117989	Crassostrea virginica	ELAV-like protein 1(LOC111117989)
LOC111117988	111117988	Crassostrea virginica	cytosolic carboxypeptidase 6-like(LOC111117988)
LOC111115323	111115323	Crassostrea virginica	isopentenyl-diphosphate Delta-isomerase 1-like(LOC111115323)
LOC111117985	111117985	Crassostrea virginica	Golgi to ER traffic protein 4 homolog(LOC111117985)
LOC111116654	111116654	Crassostrea virginica	uncharacterized LOC111116654(LOC111116654)
LOC111117986	111117986	Crassostrea virginica	uncharacterized LOC111117986(LOC111117986)
LOC111127310	111127310	Crassostrea virginica	uncharacterized LOC111127310(LOC111127310)
LOC111129971	111129971	Crassostrea virginica	presenilin-1-like(LOC111129971)
LOC111103343	111103343	Crassostrea virginica	uncharacterized LOC111103343(LOC111103343)
LOC111127311	111127311	Crassostrea virginica	uncharacterized LOC111127311(LOC111127311)
LOC111103340	111103340	Crassostrea virginica	uncharacterized LOC111103340(LOC111103340)
LOC111128642	111128642	Crassostrea virginica	transcriptional-regulating factor 1-like(LOC111128642)
LOC111104671	111104671	Crassostrea virginica	WD repeat and coiled-coil-containing protein-like(LOC111104671)
LOC111129970	111129970	Crassostrea virginica	ribosomal oxygenase 1-like(LOC111129970)
LOC111127317	111127317	Crassostrea virginica	uncharacterized LOC111127317(LOC111127317)
LOC111130969	111130969	Crassostrea virginica	arginase, hepatic-like(LOC111130969)
LOC111127318	111127318	Crassostrea virginica	armadillo repeat-containing protein 8-like(LOC111127318)
LOC111129979	111129979	Crassostrea virginica	arrestin domain-containing protein 3-like(LOC111129979)
LOC111128648	111128648	Crassostrea virginica	uncharacterized LOC111128648(LOC111128648)
LOC111130966	111130966	Crassostrea virginica	kelch-like protein 9(LOC111130966)
LOC111103349	111103349	Crassostrea virginica	DDB1- and CUL4-associated factor 6-like(LOC111103349)
LOC111127313	111127313	Crassostrea virginica	integrator complex subunit 5-like(LOC111127313)
LOC111128645	111128645	Crassostrea virginica	dual oxidase maturation factor 1-like(LOC111128645)
LOC111103346	111103346	Crassostrea virginica	uncharacterized LOC111103346(LOC111103346)
LOC111127314	111127314	Crassostrea virginica	integrator complex subunit 5-like(LOC111127314)
